"","X","pubDate","title","author","rating","ratingCount","reviewCount","synopsis","pageCount","genres","Fiction","Fantasy","Romance","Young Adult","Mystery","Historical","Contemporary","Nonfiction","Thriller","Science Fiction"
"788",788,2004-01-01,"Little Earthquakes","Jennifer Weiner",3.77,83199,2519,"From the New York Times bestselling author of In Her Shoes comes a hilarious and warmhearted story of three young women who find friendship against the background of new motherhood.",557,"Womens Fiction,Chick Lit,Fiction,Romance,Contemporary,Adult Fiction,Adult,Humor,Novels,Womens Fiction,Audiobook",1,0,1,0,0,0,1,0,0,0
"789",789,2004-01-01,"Case Histories","Kate Atkinson",3.82,69158,5557,"  The first book in Kate Atkinson's Jackson Brodie Mysteries series, called ""The best mystery of the decade"" by Stephen King, finds private investigator Jackson Brodie following three seemingly unconnected family mysteries in Edinburgh Case one: A little girl goes missing in the night. Case two: A beautiful young office worker falls victim to a maniac's apparently random attack. Case three: A new mother finds herself trapped in a hell of her own making - with a very needy baby and a very demanding husband - until a fit of rage creates a grisly, bloody escape.Thirty years after the first incident, as private investigator Jackson Brodie begins investigating all three cases, startling connections and discoveries emerge . . .",389,"Mystery,Fiction,Mystery,Crime,Thriller,Mystery Thriller",1,0,0,0,1,0,0,0,1,0
"790",790,2004-01-01,"The Enemy","Lee Child",4.17,81329,2442,"  Jack Reacher. Hero. Loner. Soldier. Soldier’s son. An elite military cop, he was one of the army’s brightest stars. But in every cop’s life there is a turning point. One case. One messy, tangled case that can shatter a career. Turn a lawman into a renegade. And make him question words like honor, valor, and duty. For Jack Reacher, this is that case.New Year’s Day, 1990. The Berlin Wall is coming down. The world is changing. And in a North Carolina “hot-sheets” motel, a two-star general is found dead. His briefcase is missing. Nobody knows what was in it. Within minutes Jack Reacher has his orders: Control the situation. But this situation can’t be controlled. Within hours the general’s wife is murdered hundreds of miles away. Then the dominoes really start to fall.Two Special Forces soldiers—the toughest of the tough—are taken down, one at a time. Top military commanders are moved from place to place in a bizarre game of chess. And somewhere inside the vast worldwide fortress that is the U.S. Army, Jack Reacher—an ordinarily untouchable investigator for the 110th Special Unit—is being set up as a fall guy with the worst enemies a man can have.But Reacher won’t quit. He’s fighting a new kind of war. And he’s taking a young female lieutenant with him on a deadly hunt that leads them from the ragged edges of a rural army post to the winding streets of Paris to a confrontation with an enemy he didn’t know he had. With his French-born mother dying—and divulging to her son one last, stunning secret—Reacher is forced to question everything he once believed…about his family, his career, his loyalties—and himself. Because this soldier’s son is on his way into the darkness, where he finds a tangled drama of desperate desires and violent death—and a conspiracy more chilling, ingenious, and treacherous than anyone could have guessed.",464,"Thriller,Fiction,Mystery,Mystery,Crime",1,0,0,0,1,0,0,0,1,0
"791",791,2004-01-01,"90 Minutes in Heaven: A True Story of Death and Life","Don Piper",3.92,72971,3184,"  As he is driving home from a minister's conference, Baptist minister Don Piper collides with a semi-truck that crosses into his lane. He is pronounced dead at the scene. For the next 90 minutes, Piper experiences heaven where he is greeted by those who had influenced him spiritually. He hears beautiful music and feels true peace. Back on earth, a passing minister who had also been at the conference is led to pray for Don even though he knows the man is dead. Piper miraculously comes back to life and the bliss of heaven is replaced by a long and painful recovery. For years Piper kept his heavenly experience to himself. Finally, however, friends and family convinced him to share his remarkable story.",208,"Christian,Nonfiction,Religion,Spirituality,Biography,Autobiography,Memoir",0,0,0,0,0,0,0,1,0,0
"792",792,2004-01-01,"The Last Kingdom","Bernard Cornwell",4.25,60235,3495,"  This is the story of the making of England in the 9th and 10th centuries, the years in which King Alfred the Great, his son and grandson defeated the Danish Vikings who had invaded and occupied three of England’s four kingdoms.The story is seen through the eyes of Uhtred, a dispossessed nobleman, who is captured as a child by the Danes and then raised by them so that, by the time the Northmen begin their assault on Wessex (Alfred’s kingdom and the last territory in English hands) Uhtred almost thinks of himself as a Dane. He certainly has no love for Alfred, whom he considers a pious weakling and no match for Viking savagery, yet when Alfred unexpectedly defeats the Danes and the Danes themselves turn on Uhtred, he is finally forced to choose sides. By now he is a young man, in love, trained to fight and ready to take his place in the dreaded shield wall. Above all, though, he wishes to recover his father’s land, the enchanting fort of Bebbanburg by the wild northern sea.This thrilling adventure—based on existing records of Bernard Cornwell’s ancestors—depicts a time when law and order were ripped violently apart by a pagan assault on Christian England, an assault that came very close to destroying England.",351,"Historical,Historical Fiction,Fiction,Historical,Fantasy",1,1,0,0,0,1,0,0,0,0
"793",793,2004-01-01,"Existence","Abbi Glines",3.94,54882,3412,"  What happens when you're stalked by Death? You fall in love with him, of course.Pagan Moore doesn't cheat Death, but instead, falls in love with him.Seventeen year old Pagan Moore has seen souls her entire life. Once she realized the strangers she often saw walking through walls were not visible to anyone else, she started ignoring them. If she didn't let them know she could see them, then they left her alone. Until she stepped out of her car the first day of school and saw an incredibly sexy guy lounging on a picnic table, watching her with an amused smirk on his face. Problem is, she knows he's dead.Not only does he not go away when she ignores him, but he does something none of the others have ever done. He speaks. Pagan is fascinated by the soul. What she doesn't realize is that her appointed time to die is drawing near and the wickedly beautiful soul she is falling in love with is not a soul at all.He is Death and he's about to break all the rules.",161,"Fantasy,Paranormal,Young Adult,Romance,Fantasy,Romance,Paranormal Romance",0,1,1,1,0,0,0,0,0,0
"794",794,2004-01-01,"Shopaholic and Sister","Sophie Kinsella",3.65,79490,2201,"Irresistible, one-woman shopping phenomenon Becky Bloomwood is back in this hilarious, heartwarming, New York Times bestselling tale of married life, best friends, and long-lost sisters (and the perils of simply having to own an Angel handbag!).",388,"Womens Fiction,Chick Lit,Fiction,Romance",1,0,1,0,0,0,0,0,0,0
"795",795,2004-01-01,"State of Fear","Michael Crichton",3.7,75536,2954,"  In Paris, a physicist dies after performing a laboratory experiment for a beautiful visitor. In the jungles of Malaysia, a mysterious buyer purchases deadly cavitation technology, built to his specifications. In Vancouver, a small research submarine is leased for use in the waters off New Guinea. And in Tokyo, an intelligence agent tries to understand what it all means. Thus begins Michael Crichton's exciting and provocative technothriller, State of Fear. Only Michael Crichton's unique ability to blend science fact and pulse-pounding fiction could bring such disparate elements to a heart-stopping conclusion. This is Michael Crichton's most wide-ranging thriller. State of Fear takes the reader from the glaciers of Iceland to the volcanoes of Antarctica, from the Arizona desert to the deadly jungles of the Solomon Islands, from the streets of Paris to the beaches of Los Angeles. The novel races forward, taking the reader on a rollercoaster thrill ride, all the while keeping the brain in high gear. Gripping and thought-provoking, State of Fear is Michael Crichton at his very best.",672,"Fiction,Thriller,Science Fiction",1,0,0,0,0,0,0,0,1,1
"796",796,2004-01-01,"Peter and the Starcatchers","Dave Barry",4.02,65253,4679,"  พบกับปฐมกาลแห่ง ปีเตอร์ แพน กับวรรณกรรมเยาวชนเรื่องเยี่ยมที่ได้รับการตีพิมพ์พร้อมกัน 33 ภาษาทั่วโลก คัดเลือกจากต้นฉบับกว่า 100 เรื่อง โดยนักเขียนผู้มีผลงานมาแล้วกว่า 100 เล่ม และ เป็นนักเขียนเพียงคนเดียวที่ได้รับรางวัลวิทเบรดถึง 3 ครั้ง และเล่มนี้มีคำตอบว่าทำไมปีเตอร์แพน จึงบินได้และไม่มีวันโต ค้นหาได้จากในเล่มนี้เท่านั้น",452,"Fantasy,Young Adult,Fiction,Adventure,Childrens,Childrens,Middle Grade",1,1,0,1,0,0,0,0,0,0
"797",797,2004-01-01,"New Spring","Robert Jordan",4.04,69182,1425,"  The city of Canluum lies close to the scarred and desolate wastes of the Blight, a walled haven from the dangers away to the north, and a refuge from the ill works of those who serve the Dark One. Or so it is said.The city that greets Al’Lan Mandragoran, exiled king of Malkier and the finest swordsman of his generation, is instead one that is rife with rumour and the whisperings of Shadowspawn. Proof, should he have required it, that the Dark One grows powerful once more and that his minions are at work throughout the lands.And yet it is within Canluum’s walls that Lan will meet a woman who will shape his destiny. Moiraine is a young and powerful Aes Sedai who has journeyed to the city in search of a bondsman. She requires aid in a desperate quest to prove the truth of a vague and largely discredited prophecy—one that speaks of a means to turn back the shadow, and of a child who may be the dragon reborn.",423,"Fantasy,Fiction,Fantasy,Epic Fantasy",1,1,0,0,0,0,0,0,0,0
"798",798,2004-01-01,"The Last Juror","John Grisham",3.86,73027,2064,"  In 1970, one of Mississippi s more colorful weekly newspapers, The Ford County Times, went bankrupt. To the surprise and dismay of many, ownership was assumed by a 23-year-old college dropout, named Willie Traynor. The future of the paper looked grim until a young mother was brutally raped and murdered by a member of the notorious Padgitt family. Willie Traynor reported all the gruesome details, and his newspaper began to prosper.The murderer, Danny Padgitt, was tried before a packed courthouse in Clanton, Mississippi. The trial came to a startling and dramatic end when the defendant threatened revenge against the jurors if they convicted him. Nevertheless, they found him guilty, and he was sentenced to life in prison. But in Mississippi in 1970, life didn't necessarily mean life, and nine years later Danny Padgitt managed to get himself paroled. He returned to Ford County, and the retribution began.",278,"Fiction,Mystery,Thriller,Thriller,Legal Thriller",1,0,0,0,1,0,0,0,1,0
"799",799,2004-01-01,"3rd Degree","James Patterson",4.01,67233,1984,"  The Women's Murder Club returns in a shockingly suspenseful thriller. Plunging into a burning town house, Detective Lindsay Boxer discovers three dead bodies...and a mysterious message at the scene. When more corpses turn up, Lindsay asks her friends Claire Washburn of the medical examiner's office, Assistant D.A. Jill Bernhardt, and San Francisco Chronicle reporter Cindy Thomas to help her find a murderer who vows to kill every three days. Even more terrifying, he has targeted one of the four friends. Which one will it be?",339,"Mystery,Fiction,Mystery,Crime,Thriller,Suspense,Thriller,Mystery Thriller,Mystery,Murder Mystery,Mystery,Detective,Audiobook,Adult",1,0,0,0,1,0,0,0,1,0
"800",800,2004-01-01,"The Ice Princess","Camilla Läckberg",3.71,49568,3728,"  Returning to her hometown of Fjallbacka after the funeral of her parents, writer Erica Falck finds a community on the brink of tragedy. The death of her childhood friend, Alex, is just the beginning. Her wrists slashed, her body frozen in an ice-cold bath, it seems that she has taken her own life.Erica conceives a book about the beautiful but remote Alex, one that will answer questions about their own shared past. While her interest grows into an obsession, local detective Patrik Hedstrom is following his own suspicions about the case. But it is only when they start working together that the truth begins to emerge about a small town with a deeply disturbing past.",393,"Mystery,Mystery,Crime,Fiction,Thriller,European Literature,Scandinavian Literature,Thriller,Mystery Thriller",1,0,0,0,1,0,0,0,1,0
"801",801,2005-01-01,"Twilight","Stephenie Meyer",3.58,4404930,98820,"  About three things I was absolutely positive.First, Edward was a vampire.Second, there was a part of him—and I didn't know how dominant that part might be—that thirsted for my blood.And third, I was unconditionally and irrevocably in love with him.In the first book of the Twilight Saga, internationally bestselling author Stephenie Meyer introduces Bella Swan and Edward Cullen, a pair of star-crossed lovers whose forbidden relationship ripens against the backdrop of small-town suspicion and a mysterious coven of vampires. This is a love story with bite.",498,"Young Adult,Fantasy,Romance,Paranormal,Vampires,Fiction,Fantasy,Paranormal",1,1,1,1,0,0,0,0,0,0
"802",802,2005-01-01,"The Girl with the Dragon Tattoo","Stieg Larsson",4.13,2270687,65695,"  Alternate Cover Edition ISBN 0307269752 (ISBN13: 9780307269751)An international publishing sensation, Stieg Larsson’s The Girl with the Dragon Tattoo combines murder mystery, family saga, love story, and financial intrigue into one satisfyingly complex and entertainingly atmospheric novel.Harriet Vanger, a scion of one of Sweden’s wealthiest families disappeared over forty years ago. All these years later, her aged uncle continues to seek the truth. He hires Mikael Blomkvist, a crusading journalist recently trapped by a libel conviction, to investigate. He is aided by the pierced and tattooed punk prodigy Lisbeth Salander. Together they tap into a vein of unfathomable iniquity and astonishing corruption.",465,"Fiction,Mystery,Thriller,Mystery,Crime",1,0,0,0,1,0,0,0,1,0
"803",803,2005-01-01,"Harry Potter and the Half-Blood Prince","J.K. Rowling",4.56,2081113,33496,"  When Harry Potter and the Half-Blood Prince opens, the war against Voldemort has begun. The Wizarding world has split down the middle, and as the casualties mount, the effects even spill over onto the Muggles. Dumbledore is away from Hogwarts for long periods, and the Order of the Phoenix has suffered grievous losses. And yet, as in all wars, life goes on.Harry, Ron, and Hermione, having passed their O.W.L. level exams, start on their specialist N.E.W.T. courses. Sixth-year students learn to Apparate, losing a few eyebrows in the process. Teenagers flirt and fight and fall in love. Harry becomes captain of the Gryffindor Quidditch team, while Draco Malfoy pursues his own dark ends. And classes are as fascinating and confounding as ever, as Harry receives some extraordinary help in Potions from the mysterious Half-Blood Prince.Most importantly, Dumbledore and Harry work together to uncover the full and complex story of a boy once named Tom Riddle—the boy who became Lord Voldemort. Like Harry, he was the son of one Muggle-born and one Wizarding parent, raised unloved, and a speaker of Parseltongue. But the similarities end there, as the teenaged Riddle became deeply interested in the Dark objects known as Horcruxes: objects in which a wizard can hide part of his soul, if he dares splinter that soul through murder.Harry must use all the tools at his disposal to draw a final secret out of one of Riddle’s teachers, the sly Potions professor Horace Slughorn. Finally Harry and Dumbledore hold the key to the Dark Lord’s weaknesses... until a shocking reversal exposes Dumbledore’s own vulnerabilities, and casts Harry’s—and Hogwarts’s—future in shadow.Source: http://harrypotter.scholastic.com",652,"Fantasy,Young Adult,Fiction",1,1,0,1,0,0,0,0,0,0
"804",804,2005-01-01,"The Book Thief","Markus Zusak",4.37,1561388,103834,"  It is 1939. Nazi Germany. The country is holding its breath. Death has never been busier, and will be busier still.By her brother's graveside, Liesel's life is changed when she picks up a single object, partially hidden in the snow. It is The Gravedigger's Handbook, left behind there by accident, and it is her first act of book thievery. So begins a love affair with books and words, as Liesel, with the help of her accordian-playing foster father, learns to read. Soon she is stealing books from Nazi book-burnings, the mayor's wife's library, wherever there are books to be found.But these are dangerous times. When Liesel's foster family hides a Jew in their basement, Liesel's world is both opened up, and closed down.In superbly crafted writing that burns with intensity, award-winning author Markus Zusak has given us one of the most enduring stories of our time.",552,"Historical,Historical Fiction,Fiction,Young Adult",1,0,0,1,0,1,0,0,0,0
"805",805,2005-01-01,"The Lightning Thief","Rick Riordan",4.24,1690294,52800,"  Alternate cover for this ISBN can be found herePercy Jackson is a good kid, but he can't seem to focus on his schoolwork or control his temper. And lately, being away at boarding school is only getting worse - Percy could have sworn his pre-algebra teacher turned into a monster and tried to kill him. When Percy's mom finds out, she knows it's time that he knew the truth about where he came from, and that he go to the one place he'll be safe. She sends Percy to Camp Half Blood, a summer camp for demigods (on Long Island), where he learns that the father he never knew is Poseidon, God of the Sea. Soon a mystery unfolds and together with his friends—one a satyr and the other the demigod daughter of Athena - Percy sets out on a quest across the United States to reach the gates of the Underworld (located in a recording studio in Hollywood) and prevent a catastrophic war between the gods.",377,"Fantasy,Young Adult,Fantasy,Mythology,Fiction",1,1,0,1,0,0,0,0,0,0
"806",806,2005-01-01,"Looking for Alaska","John Green",4.05,974421,51988,"  Before. Miles “Pudge” Halter is done with his safe life at home. His whole life has been one big non-event, and his obsession with famous last words has only made him crave “the Great Perhaps” even more (Francois Rabelais, poet). He heads off to the sometimes crazy and anything-but-boring world of Culver Creek Boarding School, and his life becomes the opposite of safe. Because down the hall is Alaska Young. The gorgeous, clever, funny, sexy, self-destructive, screwed up, and utterly fascinating Alaska Young. She is an event unto herself. She pulls Pudge into her world, launches him into the Great Perhaps, and steals his heart. Then. . . . After. Nothing is ever the same.",221,"Young Adult,Fiction,Contemporary,Romance",1,0,1,1,0,0,1,0,0,0
"807",807,2005-01-01,"The Glass Castle","Jeannette Walls",4.26,778592,47581,"  A tender, moving tale of unconditional love in a family that, despite its profound flaws, gave the author the fiery determination to carve out a successful life on her own terms.Jeannette Walls grew up with parents whose ideals and stubborn nonconformity were both their curse and their salvation. Rex and Rose Mary Walls had four children. In the beginning, they lived like nomads, moving among Southwest desert towns, camping in the mountains. Rex was a charismatic, brilliant man who, when sober, captured his children's imagination, teaching them physics, geology, and above all, how to embrace life fearlessly. Rose Mary, who painted and wrote and couldn't stand the responsibility of providing for her family, called herself an ""excitement addict."" Cooking a meal that would be consumed in fifteen minutes had no appeal when she could make a painting that might last forever. Later, when the money ran out, or the romance of the wandering life faded, the Walls retreated to the dismal West Virginia mining town -- and the family -- Rex Walls had done everything he could to escape. He drank. He stole the grocery money and disappeared for days. As the dysfunction of the family escalated, Jeannette and her brother and sisters had to fend for themselves, supporting one another as they weathered their parents' betrayals and, finally, found the resources and will to leave home. What is so astonishing about Jeannette Walls is not just that she had the guts and tenacity and intelligence to get out, but that she describes her parents with such deep affection and generosity. Hers is a story of triumph against all odds, but also a tender, moving tale of unconditional love in a family that despite its profound flaws gave her the fiery determination to carve out a successful life on her own terms. For two decades, Jeannette Walls hid her roots. Now she tells her own story.",288,"Nonfiction,Autobiography,Memoir,Biography",0,0,0,0,0,0,0,1,0,0
"808",808,2005-01-01,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything","Steven D. Levitt",3.96,617646,15117,"  Which is more dangerous, a gun or a swimming pool? What do schoolteachers and sumo wrestlers have in common? Why do drug dealers still live with their moms? How much do parents really matter? What kind of impact did Roe v. Wade have on violent crime? Freakonomics will literally redefine the way we view the modern world.These may not sound like typical questions for an economist to ask. But Steven D. Levitt is not a typical economist. He is a much heralded scholar who studies the stuff and riddles of everyday life -- from cheating and crime to sports and child rearing -- and whose conclusions regularly turn the conventional wisdom on its head. He usually begins with a mountain of data and a simple, unasked question. Some of these questions concern life-and-death issues; others have an admittedly freakish quality. Thus the new field of study contained in this book: freakonomics.Through forceful storytelling and wry insight, Levitt and co-author Stephen J. Dubner show that economics is, at root, the study of incentives -- how people get what they want, or need, especially when other people want or need the same thing. In Freakonomics, they set out to explore the hidden side of ... well, everything. The inner workings of a crack gang. The truth about real-estate agents. The myths of campaign finance. The telltale marks of a cheating schoolteacher. The secrets of the Ku Klux Klan.What unites all these stories is a belief that the modern world, despite a surfeit of obfuscation, complication, and downright deceit, is not impenetrable, is not unknowable, and -- if the right questions are asked -- is even more intriguing than we think. All it takes is a new way of looking. Steven Levitt, through devilishly clever and clear-eyed thinking, shows how to see through all the clutter.Freakonomics establishes this unconventional premise: If morality represents how we would like the world to work, then economics represents how it actually does work. It is true that readers of this book will be armed with enough riddles and stories to last a thousand cocktail parties. But Freakonomics can provide more than that. It will literally redefine the way we view the modern world.(front flap)",320,"Nonfiction,Economics,Business,Science,Psychology",0,0,0,0,0,0,0,1,0,0
"809",809,2005-01-01,"Uglies","Scott Westerfeld",3.86,514276,22639,"  Tally is about to turn sixteen, and she can't wait. In just a few weeks she'll have the operation that will turn her from a repellent ugly into a stunning pretty. And as a pretty, she'll be catapulted into a high-tech paradise where her only job is to have fun.But Tally's new friend Shay isn't sure she wants to become a pretty. When Shay runs away, Tally learns about a whole new side of the pretty world-- and it isn't very pretty. The authorities offer Tally a choice: find her friend and turn her in, or never turn pretty at all. Tally's choice will change her world forever...",425,"Young Adult,Science Fiction,Dystopia,Science Fiction",1,0,0,1,0,0,0,0,0,1
"810",810,2005-01-01,"A Feast for Crows","George R.R. Martin",4.13,552415,20235,"  Crows will fight over a dead man's flesh, and kill each other for his eyes.Bloodthirsty, treacherous and cunning, the Lannisters are in power on the Iron Throne in the name of the boy-king Tommen. The war in the Seven Kingdoms has burned itself out, but in its bitter aftermath new conflicts spark to life.The Martells of Dorne and the Starks of Winterfell seek vengeance for their dead. Euron Crow's Eye, as black a pirate as ever raised a sail, returns from the smoking ruins of Valyria to claim the Iron Isles. From the icy north, where Others threaten the Wall, apprentice Maester Samwell Tarly brings a mysterious babe in arms to the Citadel.Against a backdrop of incest and fratricide, alchemy and murder, victory will go to the men and women possessed of the coldest steel and the coldest hearts.",1061,"Fantasy,Fiction,Fantasy,Epic Fantasy,Science Fiction Fantasy,Fantasy,High Fantasy,Adult,Adventure,Epic,Fantasy,Dragons,Audiobook",1,1,0,0,0,0,0,0,0,1
"811",811,2005-01-01,"Never Let Me Go","Kazuo Ishiguro",3.81,398015,27342,"  From the Booker Prize-winning author of The Remains of the Day and When We Were Orphans, comes an unforgettable edge-of-your-seat mystery that is at once heartbreakingly tender and morally courageous about what it means to be human.Hailsham seems like a pleasant English boarding school, far from the influences of the city. Its students are well tended and supported, trained in art and literature, and become just the sort of people the world wants them to be. But, curiously, they are taught nothing of the outside world and are allowed little contact with it.Within the grounds of Hailsham, Kathy grows from schoolgirl to young woman, but it’s only when she and her friends Ruth and Tommy leave the safe grounds of the school (as they always knew they would) that they realize the full truth of what Hailsham is.Never Let Me Go breaks through the boundaries of the literary novel. It is a gripping mystery, a beautiful love story, and also a scathing critique of human arrogance and a moral examination of how we treat the vulnerable and different in our society. In exploring the themes of memory and the impact of the past, Ishiguro takes on the idea of a possible future to create his most moving and powerful book to date.",288,"Fiction,Science Fiction,Science Fiction,Dystopia",1,0,0,0,0,0,0,0,0,1
"812",812,2005-01-01,"Blink: The Power of Thinking Without Thinking","Malcolm Gladwell",3.92,423608,13621,"  Drawing on cutting-edge neuroscience and psychology and displaying all of the brilliance that made The Tipping Point a classic, Blink changes the way you'll understand every decision you make. Never again will you think about thinking the same way.Malcolm Gladwell redefined how we understand the world around us. Now, in Blink, he revolutionizes the way we understand the world within. Blink is a book about how we think without thinking, about choices that seem to be made in an instant - in the blink of an eye - that actually aren't as simple as they seem. Why are some people brilliant decision makers, while others are consistently inept? Why do some people follow their instincts and win, while others end up stumbling into error? How do our brains really work - in the office, in the classroom, in the kitchen, and in the bedroom? And why are the best decisions often those that are impossible to explain to others? In Blink we meet the psychologist who has learned to predict whether a marriage will last, based on a few minutes of observing a couple; the tennis coach who knows when a player will double-fault before the racket even makes contact with the ball; the antiquities experts who recognize a fake at a glance. Here, too, are great failures of ""blink"": the election of Warren Harding; ""New Coke""; and the shooting of Amadou Diallo by police. Blink reveals that great decision makers aren't those who process the most information or spend the most time deliberating, but those who have perfected the art of ""thin-slicing"" - filtering the very few factors that matter from an overwhelming number of variables.",296,"Nonfiction,Psychology,Business,Science,Self Help",0,0,0,0,0,0,0,1,0,0
"813",813,2005-01-01,"The Memory Keeper's Daughter","Kim Edwards",3.65,529532,18758,"  On a winter night in 1964, Dr. David Henry is forced by a blizzard to deliver his own twins. His son, born first, is perfectly healthy. Yet when his daughter is born, he sees immediately that she has Down's Syndrome. Rationalizing it as a need to protect Norah, his wife, he makes a split-second decision that will alter all of their lives forever. He asks his nurse to take the baby away to an institution and never to reveal the secret. But Caroline, the nurse, cannot leave the infant. Instead, she disappears into another city to raise the child herself. So begins this story that unfolds over a quarter of a century - in which these two families, ignorant of each other, are yet bound by the fateful decision made that long-ago winter night. Norah Henry, who knows only that her daughter died at birth, remains inconsolable; her grief weighs heavily on their marriage. And Paul, their son, raises himself as best he can, in a house grown cold with mourning. Meanwhile, Phoebe, the lost daughter, grows from a sunny child to a vibrant young woman whose mother loves her as fiercely as if she were her own.",401,"Fiction,Contemporary,Adult Fiction,Adult",1,0,0,0,0,0,1,0,0,0
"814",814,2005-01-01,"Extremely Loud and Incredibly Close","Jonathan Safran Foer",3.98,354531,22389,"  Nine-year-old Oskar Schell is an inventor, amateur entomologist, Francophile, letter writer, pacifist, natural historian, percussionist, romantic, Great Explorer, jeweller, detective, vegan, and collector of butterflies. When his father is killed in the September 11th attacks on the World Trade Centre, Oskar sets out to solve the mystery of a key he discovers in his father's closet. It is a search which leads him into the lives of strangers, through the five boroughs of New York, into history, to the bombings of Dresden and Hiroshima, and on an inward journey which brings him ever closer to some kind of peace.",326,"Fiction,Contemporary,Historical,Historical Fiction",1,0,0,0,0,1,1,0,0,0
"815",815,2005-01-01,"Marley and Me: Life and Love With the World's Worst Dog","John Grogan",4.13,420017,13947,"  John and Jenny were just beginning their life together. They were young and in love, with a perfect little house and not a care in the world. Then they brought home Marley, a wiggly yellow furball of a puppy. Life would never be the same.Marley quickly grew into a barreling, ninety-seven-pound streamroller of a Labrador retriever, a dog like no other. He crashed through screen doors, gouged through drywall, flung drool on guests, stole women's undergarments, and ate nearly everything he could get his mouth around, including couches and fine jewelry. Obedience school did no good—Marley was expelled. Neither did the tranquilizers the veterinarian prescribed for him with the admonishment, ""Don't hesitate to use these.""And yet Marley's heart was pure. Just as he joyfully refused any limits on his behavior, his love and loyalty were boundless, too. Marley shared the couple's joy at their first pregnancy, and their heartbreak over the miscarriage. He was there when babies finally arrived and when the screams of a seventeen-year-old stabbing victim pierced the night. Marley shut down a public beach and managed to land a role in a feature-length movie, always winning hearts as he made a mess of things. Through it all, he remained steadfast, a model of devotion, even when his family was at its wit's end. Unconditional love, they would learn, comes in many forms.",291,"Nonfiction,Animals,Autobiography,Memoir,Animals,Dogs,Biography",0,0,0,0,0,0,0,1,0,0
"816",816,2005-01-01,"Snow Flower and the Secret Fan","Lisa See",4.07,319630,16952,"  In nineteenth-century China, in a remote Hunan county, a girl named Lily, at the tender age of seven, is paired with a laotong, “old same,” in an emotional match that will last a lifetime. The laotong, Snow Flower, introduces herself by sending Lily a silk fan on which she’s painted a poem in nu shu, a unique language that Chinese women created in order to communicate in secret, away from the influence of men.As the years pass, Lily and Snow Flower send messages on fans, compose stories on handkerchiefs, reaching out of isolation to share their hopes, dreams, and accomplishments. Together, they endure the agony of foot-binding, and reflect upon their arranged marriages, shared loneliness, and the joys and tragedies of motherhood. The two find solace, developing a bond that keeps their spirits alive. But when a misunderstanding arises, their deep friendship suddenly threatens to tear apart.",288,"Historical,Historical Fiction,Fiction,Cultural,China,Historical,Cultural,Asia",1,0,0,0,0,1,0,0,0,0
"817",817,2005-01-01,"Dark Lover","J.R. Ward",4.2,264302,11768,"  In the shadows of the night in Caldwell, New York, there's a deadly turf war going on between vampires and their slayers. There exists a secret band of brothers like no other-six vampire warriors, defenders of their race. Yet none of them relishes killing more than Wrath, the leader of The Black Dagger Brotherhood.The only purebred vampire left on earth, Wrath has a score to settle with the slayers who murdered his parents centuries ago. But, when one of his most trusted fighters is killed-leaving his half-breed daughter unaware of his existence or her fate-Wrath must usher her into the world of the undead-a world of sensuality beyond her wildest dreams.",393,"Romance,Fantasy,Paranormal,Paranormal,Vampires,Romance,Paranormal Romance,Fantasy",0,1,1,0,0,0,0,0,0,0
"818",818,2005-01-01,"Eldest","Christopher Paolini",3.98,307981,8995,"  Darkness falls…despair abounds…evil reigns…Eragon and his dragon, Saphira, have just saved the rebel state from destruction by the mighty forces of King Galbatorix, cruel ruler of the Empire. Now Eragon must travel to Ellesmera, land of the elves, for further training in the skills of the Dragon Rider. Ages 12+.Darkness falls…despair abounds…evil reigns…Eragon and his dragon, Saphira, have just saved the rebel state from destruction by the mighty forces of King Galbatorix, cruel ruler of the Empire. Now Eragon must travel to Ellesmera, land of the elves, for further training in the skills of the Dragon Rider: magic and swordsmanship. Soon he is on the journey of a lifetime, his eyes open to awe-inspring new places and people, his days filled with fresh adventure. But chaos and betrayal plague him at every turn, and nothing is what it seems. Before long, Eragon doesn't know whom he can trust.Meanwhile, his cousin Roran must fight a new battle–one that might put Eragon in even graver danger.Will the king's dark hand strangle all resistance? Eragon may not escape with even his life. . . .",704,"Fantasy,Young Adult,Fiction,Fantasy,Dragons",1,1,0,1,0,0,0,0,0,0
